"day","airline","Origin Airport","Stop_over Airport","Destination Airport","Origin Departure Delay","Stop-over Arrival Delay","Stop-over Departure Delay","Destination Arrival Delay","a1","transit_arrive","d2","transit_depart"
"28","VX","SFO","LAX","JFK","-6","5","-3","19","1420","860","1547","947"
"28","DL","SFO","DTW","JFK","-4","19","217","201","2121","1281","2307","1387"
"28","AA","SFO","DFW","JFK","1145","1143","20","16","1607","967","1715","1035"
"28","DL","SFO","ATL","JFK","-1","-7","351","324","8","8","236","156"
"28","AA","SFO","LAX","JFK","74","57","-2","-15","1915","1155","2128","1288"
"28","AA","SFO","PHX","JFK","16","8","3","-15","2011","1211","2233","1353"
"28","B6","SFO","LAS","JFK","-1","-8","-1","-11","1848","1128","2134","1294"
"28","VX","SFO","LAX","JFK","18","9","18","9","1914","1154","2153","1313"
"28","DL","SFO","LAX","JFK","28","12","-1","-26","1942","1182","2129","1289"
"28","VX","SFO","LAX","JFK","-3","-14","18","9","1936","1176","2153","1313"
"28","VX","SFO","LAS","JFK","9","10","0","-17","2015","1215","2210","1330"
"28","AA","SFO","LAX","JFK","-3","-3","-2","-15","2011","1211","2128","1288"
"28","B6","SFO","LGB","JFK","6","-5","42","31","2033","1233","2202","1322"
"28","VX","SFO","LAX","JFK","-6","-9","12","7","2041","1241","2322","1402"
"28","VX","SFO","LAX","JFK","-6","-9","18","9","2041","1241","2153","1313"
"28","AA","SFO","LAX","JFK","10","8","-4","-7","2139","1299","2326","1406"
"28","VX","SFO","LAX","JFK","1","-5","12","7","2205","1325","2322","1402"
"28","B6","SFO","BOS","JFK","-10","-10","6","-1","538","338","729","449"
"28","AA","SFO","MIA","JFK","130","120","13","-5","748","468","908","548"
"28","B6","SFO","FLL","JFK","4","5","-7","-19","628","388","853","533"
"28","B6","SFO","FLL","JFK","4","5","-7","-7","628","388","758","478"
"28","AA","SFO","CLT","JFK","-5","-16","0","-17","556","356","730","450"
"28","DL","SFO","ATL","JFK","159","156","-2","-4","858","538","1023","623"
"29","AA","SFO","CLT","JFK","-1","-3","6","2","802","482","921","561"
"29","DL","SFO","LAX","JFK","10","-2","0","-20","728","448","840","520"
"29","DL","SFO","ATL","JFK","7","-7","8","-13","1341","821","1453","893"
"29","AA","SFO","LAX","JFK","-3","-22","-3","-33","739","459","857","537"
"29","AA","SFO","MIA","JFK","-2","30","2","-8","1528","928","1656","1016"
"29","DL","SFO","ATL","JFK","16","16","13","-5","1517","917","1753","1073"
"29","DL","SFO","LAX","JFK","-5","-14","3","-19","921","561","1133","693"
"29","VX","SFO","LAX","JFK","-3","-11","48","16","909","549","1128","688"
"29","B6","SFO","LAS","JFK","2","-10","6","-8","923","563","1214","734"
"29","DL","SFO","ATL","JFK","6","-9","13","-5","1631","991","1753","1073"
"29","DL","SFO","LAX","JFK","-3","2","0","-15","1122","682","1410","850"
"29","DL","SFO","LAX","JFK","-3","2","1","-15","1122","682","1301","781"
"29","AA","SFO","DFW","JFK","-2","-22","2","-24","1523","923","1657","1017"
"29","B6","SFO","FLL","JFK","-7","29","11","-5","1915","1155","2126","1286"
"29","B6","SFO","FLL","JFK","-7","29","226","206","1915","1155","2204","1324"
"29","AA","SFO","ORD","JFK","-1","-7","42","9","1733","1053","1917","1157"
"29","AA","SFO","CLT","JFK","-3","-5","51","49","1907","1147","2101","1261"
"29","VX","SFO","LAX","JFK","2","-8","5","-11","1237","757","1345","825"
"29","DL","SFO","DTW","JFK","3","-11","104","91","1853","1133","2114","1274"
"29","DL","SFO","ATL","JFK","1","-16","11","-3","1932","1172","2056","1256"
"29","AA","SFO","PHX","JFK","1","-6","-3","-26","1502","902","1637","997"
"29","AA","SFO","MIA","JFK","-5","12","125","95","2054","1254","2334","1414"
"29","VX","SFO","LAX","JFK","3","-3","3","-22","1412","852","1553","953"
"29","AA","SFO","CLT","JFK","-3","-1","7","19","2109","1269","2221","1341"
"29","DL","SFO","LAX","JFK","14","9","22","-4","1529","929","1647","1007"
"29","AA","SFO","LAX","JFK","-4","-2","42","18","1557","957","1722","1042"
"29","DL","SFO","SLC","JFK","295","281","2","-11","2240","1360","2347","1427"
"29","B6","SFO","LAS","JFK","10","1","6","-15","1857","1137","2141","1301"
"29","VX","SFO","LAX","JFK","39","35","14","-9","1940","1180","2149","1309"
"29","DL","SFO","LAX","JFK","11","12","35","15","1942","1182","2205","1325"
"29","AS","SFO","SEA","JFK","-6","-15","3","-17","1959","1199","2133","1293"
"29","VX","SFO","LAX","JFK","-1","-10","14","-9","1940","1180","2149","1309"
"29","VX","SFO","LAS","JFK","8","4","13","-9","2009","1209","2223","1343"
"29","AA","SFO","LAX","JFK","96","99","-5","2","2153","1313","2325","1405"
"29","VX","SFO","LAX","JFK","-3","4","31","7","2054","1254","2341","1421"
"29","VX","SFO","LAS","JFK","-2","-13","13","-9","2107","1267","2223","1343"
"29","AA","SFO","LAX","JFK","-1","34","-5","2","2205","1325","2325","1405"
"29","DL","SFO","LAX","JFK","374","352","6","-24","322","202","616","376"
"29","VX","SFO","LAX","JFK","11","22","31","7","2232","1352","2341","1421"
"29","B6","SFO","BOS","JFK","141","132","168","214","800","480","1011","611"
"29","AA","SFO","MIA","JFK","-2","-16","37","33","532","332","747","467"
"29","B6","SFO","FLL","JFK","25","30","-6","1","653","413","854","534"
"29","B6","SFO","FLL","JFK","25","30","-4","-4","653","413","801","481"
"29","AA","SFO","CLT","JFK","-2","-19","33","29","553","353","803","483"
"30","AA","SFO","CLT","JFK","-5","1","27","24","806","486","942","582"
"30","AA","SFO","DFW","JFK","13","-9","-3","-13","1036","636","1147","707"
"30","DL","SFO","LAX","JFK","3","-9","7","-27","721","441","847","527"
"30","AA","SFO","PHX","JFK","-3","-27","2","-27","831","511","1002","602"
"30","DL","SFO","ATL","JFK","14","5","58","41","1353","833","1543","943"
"30","AA","SFO","LAX","JFK","-2","-12","3","-36","749","469","1043","643"
"30","AA","SFO","LAX","JFK","-2","-12","-4","-19","749","469","856","536"
"30","AA","SFO","MIA","JFK","-3","-26","3","10","1432","872","1657","1017"
"30","VX","SFO","LAX","JFK","-3","-14","4","-23","806","486","1044","644"
"30","VX","SFO","LAX","JFK","0","-7","4","-23","913","553","1044","644"
"30","AA","SFO","PHX","JFK","-7","-25","31","15","1145","705","1401","841"
"30","DL","SFO","LAX","JFK","0","55","0","-36","1215","735","1410","850"
"30","AA","SFO","DFW","JFK","-5","-31","-2","-19","1514","914","1653","1013"
"30","B6","SFO","FLL","JFK","27","22","10","-5","1908","1148","2125","1285"
"30","B6","SFO","FLL","JFK","27","22","37","30","1908","1148","2014","1214"
"30","AA","SFO","ORD","JFK","6","-17","95","69","1723","1043","2010","1210"
"30","AA","SFO","CLT","JFK","7","-13","17","12","1859","1139","2027","1227"
"30","VX","SFO","LAX","JFK","0","-6","3","1","1239","759","1343","823"
"30","DL","SFO","LAX","JFK","72","76","10","-20","1436","876","1635","995"
"30","DL","SFO","ATL","JFK","3","-32","27","8","1916","1156","2112","1272"
"30","DL","SFO","ATL","JFK","3","-32","172","148","1916","1156","2032","1232"
"30","AA","SFO","PHX","JFK","-7","-19","41","4","1449","889","1721","1041"
"30","AA","SFO","MIA","JFK","-8","-24","12","-17","2018","1218","2141","1301"
"30","B6","SFO","LAS","JFK","-1","-15","215","179","1403","843","1543","943"
"30","VX","SFO","LAX","JFK","-3","3","-1","-14","1418","858","1549","949"
"30","AA","SFO","PHX","JFK","48","42","28","-4","2045","1245","2258","1378"
"30","VX","SFO","LAX","JFK","38","34","16","6","1939","1179","2151","1311"
"30","DL","SFO","LAX","JFK","79","72","42","2","2042","1242","2337","1417"
"30","VX","SFO","LAX","JFK","26","29","16","6","2019","1219","2151","1311"
"30","VX","SFO","LAS","JFK","20","16","23","-1","2021","1221","2233","1353"
"30","AA","SFO","LAX","JFK","-5","-19","25","-27","1955","1195","2255","1375"
"30","AA","SFO","LAX","JFK","-5","-19","21","4","1955","1195","2151","1311"
"30","AS","SFO","SEA","JFK","-2","0","111","86","2135","1295","2321","1401"
"30","VX","SFO","LAX","JFK","2","9","26","-10","2059","1259","2336","1416"
"30","VX","SFO","LAS","JFK","-3","-4","23","-1","2116","1276","2233","1353"
"30","B6","SFO","BOS","JFK","33","3","2","-3","551","351","725","445"
"30","AA","SFO","MIA","JFK","3","-23","1","4","525","325","711","431"
"30","B6","SFO","FLL","JFK","475","464","11","-9","1407","847","1629","989"
"30","B6","SFO","FLL","JFK","475","464","2","-22","1407","847","1512","912"
"30","AA","SFO","CLT","JFK","-1","-37","-1","-5","535","335","729","449"
"30","DL","SFO","ATL","JFK","5","-11","14","-3","611","371","839","519"
"31","AA","SFO","CLT","JFK","8","-21","4","-9","744","464","919","559"
"31","AA","SFO","ORD","JFK","-2","-21","13","4","1056","656","1253","773"
"31","AA","SFO","DFW","JFK","5","-19","-1","-32","1026","626","1149","709"
"31","AA","SFO","PHX","JFK","-6","-17","58","3","841","521","1058","658"
"31","DL","SFO","ATL","JFK","-2","-26","0","-20","1321","801","1445","885"
"31","AA","SFO","MIA","JFK","-2","-12","-2","-5","1446","886","1652","1012"
"31","VX","SFO","LAX","JFK","6","3","-1","-38","823","503","1039","639"
"31","DL","SFO","ATL","JFK","7","-16","-3","-16","1442","882","1737","1057"
"31","DL","SFO","LAX","JFK","-1","5","29","-16","935","575","1159","719"
"31","B6","SFO","LAS","JFK","-8","-15","0","-37","918","558","1208","728"
"31","DL","SFO","ATL","JFK","-6","-32","-3","-16","1607","967","1737","1057"
"31","AA","SFO","PHX","JFK","-4","-2","38","-5","1208","728","1408","848"
"31","DL","SFO","LAX","JFK","46","46","-1","-38","1206","726","1409","849"
"31","AA","SFO","DFW","JFK","-4","-30","1","-10","1515","915","1656","1016"
"31","B6","SFO","FLL","JFK","-4","-17","6","0","1829","1109","2121","1281"
"31","B6","SFO","FLL","JFK","-4","-17","57","49","1829","1109","2034","1234"
"31","AA","SFO","ORD","JFK","-7","-40","-3","-35","1700","1020","1832","1112"
"31","AA","SFO","CLT","JFK","3","-31","3","1","1841","1121","2013","1213"
"31","VX","SFO","LAX","JFK","-4","-10","-2","-31","1235","755","1338","818"
"31","DL","SFO","LAX","JFK","-9","-12","-1","-38","1308","788","1409","849"
"31","DL","SFO","ATL","JFK","-4","-30","3","-16","1915","1155","2048","1248"
"31","AA","SFO","PHX","JFK","-3","-5","1","-41","1503","903","1641","1001"
"31","VX","SFO","LAX","JFK","29","22","145","122","1712","1032","1815","1095"
"31","AS","SFO","SEA","JFK","88","80","-8","-30","2000","1200","2122","1282"
"31","B6","SFO","LAS","JFK","12","-2","-5","-35","1854","1134","2130","1290"
"31","AA","SFO","MIA","JFK","-7","-24","-7","-20","524","324","703","423"
"31","B6","SFO","FLL","JFK","-11","-2","-2","-12","621","381","858","538"
"31","B6","SFO","FLL","JFK","-11","-2","15","0","621","381","820","500"
"31","DL","SFO","ATL","JFK","3","-21","9","-7","559","359","834","514"
"20","AA","SFO","ORD","JFK","-5","-29","0","-16","1711","1031","1835","1115"
"20","AA","SFO","CLT","JFK","0","-6","0","13","1906","1146","2010","1210"
"20","VX","SFO","LAX","JFK","24","39","20","2","1324","804","1610","970"
"20","DL","SFO","LAX","JFK","66","81","26","-2","1441","881","1651","1011"
"20","VX","SFO","LAX","JFK","42","40","20","2","1455","895","1610","970"
"20","AA","SFO","CLT","JFK","20","24","95","79","2134","1294","2349","1429"
"20","DL","SFO","LAX","JFK","128","127","12","7","1927","1167","2142","1302"
"20","B6","SFO","LAS","JFK","88","88","15","16","2024","1224","2150","1310"
"20","VX","SFO","LAX","JFK","35","23","5","-2","1913","1153","2140","1300"
"20","DL","SFO","LAX","JFK","166","161","-3","-9","2211","1331","2356","1436"
"20","DL","SFO","LAX","JFK","166","161","29","8","2211","1331","2324","1404"
"20","VX","SFO","LAX","JFK","78","66","28","14","2056","1256","2338","1418"
"20","AA","SFO","LAX","JFK","28","18","-1","17","2032","1232","2329","1409"
"20","AA","SFO","LAX","JFK","28","18","5","5","2032","1232","2235","1355"
"20","VX","SFO","LAX","JFK","34","61","28","14","2211","1331","2338","1418"
"20","B6","SFO","BOS","JFK","76","58","48","39","646","406","811","491"
"20","AA","SFO","MIA","JFK","4","-8","23","9","540","340","733","453"
"20","DL","SFO","ATL","JFK","68","57","10","-6","603","363","835","515"
"20","B6","SFO","FLL","JFK","178","187","0","-3","930","570","1153","713"
"20","AA","SFO","CLT","JFK","26","24","8","9","636","396","923","563"
"20","DL","SFO","ATL","JFK","14","-2","10","-6","620","380","835","515"
"21","AA","SFO","ORD","JFK","0","-9","2","-9","1108","668","1242","762"
"21","AA","SFO","DFW","JFK","14","-2","9","1","1043","643","1159","719"
"21","DL","SFO","LAX","JFK","-2","-17","0","-34","713","433","840","520"
"21","DL","SFO","ATL","JFK","6","-7","0","-28","1341","821","1445","885"
"21","AA","SFO","MIA","JFK","19","6","-3","3","1504","904","1651","1011"
"21","VX","SFO","LAX","JFK","-3","-3","8","-3","817","497","1048","648"
"21","DL","SFO","ATL","JFK","-2","-19","0","-14","1442","882","1740","1060"
"21","DL","SFO","LAX","JFK","241","224","75","54","1319","799","1525","925"
"21","VX","SFO","LAX","JFK","0","14","8","-3","934","574","1048","648"
"21","B6","SFO","BOS","JFK","-3","-18","1","-8","1611","971","1842","1122"
"21","B6","SFO","LAS","JFK","-1","5","-1","-9","938","578","1207","727"
"21","DL","SFO","ATL","JFK","8","-12","0","-14","1628","988","1740","1060"
"21","DL","SFO","LAX","JFK","-3","-2","41","19","1118","678","1341","821"
"21","AA","SFO","ORD","JFK","18","2","23","21","1742","1062","1858","1138"
"21","AA","SFO","CLT","JFK","18","23","0","3","1935","1175","2214","1334"
"21","DL","SFO","LAX","JFK","103","120","28","3","1520","920","1653","1013"
"21","AA","SFO","PHX","JFK","26","25","-6","-24","1533","933","1634","994"
"21","AA","SFO","MIA","JFK","-2","-6","12","-11","2036","1236","2141","1301"
"21","VX","SFO","LAX","JFK","-1","4","-7","-5","1419","859","1543","943"
"21","AA","SFO","PHX","JFK","152","140","4","-17","2102","1262","2234","1354"
"21","DL","SFO","LAX","JFK","183","196","17","16","2036","1236","2312","1392"
"21","DL","SFO","LAX","JFK","183","196","6","9","2036","1236","2136","1296"
"21","AA","SFO","PHX","JFK","32","25","4","-17","2028","1228","2234","1354"
"21","DL","SFO","LAX","JFK","113","139","17","16","2149","1309","2312","1392"
"21","AA","SFO","LAX","JFK","100","97","-2","18","2151","1311","2328","1408"
"21","VX","SFO","LAS","JFK","5","0","79","97","2120","1280","2329","1409"
"21","B6","SFO","BOS","JFK","177","184","-2","-6","852","532","1033","633"
"21","AA","SFO","MIA","JFK","39","54","-2","-9","642","402","853","533"
"21","DL","SFO","ATL","JFK","156","166","-4","-13","752","472","1021","621"
"21","B6","SFO","FLL","JFK","306","300","42","36","1123","683","1409","849"
"21","DL","SFO","ATL","JFK","57","49","0","-18","711","431","825","505"
"22","AA","SFO","CLT","JFK","209","190","33","44","1115","675","1342","822"
"22","DL","SFO","LAX","JFK","16","34","40","33","804","484","920","560"
"22","AA","SFO","PHX","JFK","-1","-12","30","61","846","526","1030","630"
"22","DL","SFO","ATL","JFK","6","12","23","24","1400","840","1508","908"
"22","AA","SFO","MIA","JFK","-5","-13","31","68","1445","885","1725","1045"
"22","AA","SFO","LAX","JFK","2","17","2","-16","849","529","1042","642"
"22","DL","SFO","LAX","JFK","11","24","55","35","959","599","1225","745"
"22","B6","SFO","BOS","JFK","-3","-9","31","20","1620","980","1911","1151"
"22","AA","SFO","CLT","JFK","169","181","6","-4","1946","1186","2220","1340"
"22","DL","SFO","ATL","JFK","3","0","22","6","1640","1000","1802","1082"
"22","AA","SFO","PHX","JFK","17","18","31","39","1228","748","1401","841"
"22","AA","SFO","ORD","JFK","25","-2","-2","38","1607","967","1833","1113"
"22","DL","SFO","LAX","JFK","0","17","68","40","1137","697","1408","848"
"22","AA","SFO","DFW","JFK","-5","-16","24","14","1529","929","1719","1039"
"22","B6","SFO","FLL","JFK","87","116","33","27","2042","1242","2243","1363"
"22","AA","SFO","ORD","JFK","1","-31","-2","38","1709","1029","1833","1113"
"22","AA","SFO","CLT","JFK","32","33","6","-4","1945","1185","2220","1340"
"22","VX","SFO","LAX","JFK","47","45","62","42","1330","810","1442","882"
"22","DL","SFO","LAX","JFK","55","55","15","4","1415","855","1640","1000"
"22","AA","SFO","PHX","JFK","30","17","-3","-7","1525","925","1637","997"
"22","DL","SFO","ATL","JFK","12","9","14","16","1957","1197","2059","1259"
"22","VX","SFO","LAX","JFK","0","1","76","58","1416","856","1706","1026"
"22","AA","SFO","PHX","JFK","86","67","3","8","2110","1270","2233","1353"
"22","B6","SFO","LAS","JFK","185","176","1",,"2152","1312","2400","1440"
"22","VX","SFO","LAX","JFK","73","59","71","105","2004","1204","2246","1366"
"22","DL","SFO","LAX","JFK","75","52","-1","4","2022","1222","2254","1374"
"22","DL","SFO","LAX","JFK","75","52","33","30","2022","1222","2203","1323"
"22","VX","SFO","LAX","JFK","73","79","23","27","2109","1269","2333","1413"
"22","VX","SFO","LAX","JFK","73","79","71","105","2109","1269","2246","1366"
"22","AA","SFO","LAX","JFK","6","0","13","16","2014","1214","2143","1303"
"22","VX","SFO","LAX","JFK","2","-13","23","27","2037","1237","2333","1413"
"22","VX","SFO","LAX","JFK","2","-13","71","105","2037","1237","2246","1366"
"22","AA","SFO","LAX","JFK","61","52","-7","0","2223","1343","2323","1403"
"22","AA","SFO","LAX","JFK","61","52","67","75","2223","1343","2337","1417"
"22","DL","SFO","LAX","JFK","9","1","-1","4","2131","1291","2254","1374"
"22","B6","SFO","BOS","JFK","28","13","0","-7","601","361","723","443"
"22","AA","SFO","MIA","JFK","2","-14","12","2","534","334","722","442"
"22","B6","SFO","FLL","JFK","193","185","23","9","928","568","1216","736"
"22","AA","SFO","CLT","JFK","19","42","7","11","654","414","922","562"
"22","DL","SFO","ATL","JFK","-5","0","3","-9","622","382","828","508"
"23","DL","SFO","ATL","JFK","1","-15","-1","-16","740","460","1024","624"
"23","AA","SFO","CLT","JFK","-1","-6","28","27","759","479","943","583"
"23","AA","SFO","ORD","JFK","-1","-3","18","28","1114","674","1258","778"
"23","AA","SFO","DFW","JFK","-2","-33","33","70","1012","612","1223","743"
"23","DL","SFO","LAX","JFK","32","18","12","9","748","468","852","532"
"23","AA","SFO","PHX","JFK","-2","-9","4","13","849","529","1004","604"
"23","AA","SFO","MIA","JFK","7","19","57","73","1517","917","1751","1071"
"23","DL","SFO","ATL","JFK","31","8","3","-15","1509","909","1743","1063"
"23","VX","SFO","LAX","JFK","-4","1","85","91","921","561","1205","725"
"23","AA","SFO","DFW","JFK","56","62","58","162","1453","893","1753","1073"
"23","VX","SFO","LAX","JFK","1","6","85","91","1021","621","1205","725"
"23","AA","SFO","ORD","JFK","9","-4","8","108","1605","965","1843","1123"
"23","DL","SFO","LAX","JFK","-4","9","2","26","1129","689","1412","852"
"23","DL","SFO","LAX","JFK","-4","9","17","10","1129","689","1317","797"
"23","AA","SFO","DFW","JFK","-2","-28","58","162","1517","917","1753","1073"
"23","B6","SFO","FLL","JFK","169","148","75","105","2114","1274","2230","1350"
"23","AA","SFO","DFW","JFK","22","14","58","162","1649","1009","1753","1073"
"23","AA","SFO","CLT","JFK","-3","-9","74","86","1903","1143","2124","1284"
"23","VX","SFO","LAX","JFK","5","-5","2","1","1240","760","1342","822"
"23","DL","SFO","DTW","JFK","9","-2","128","176","1902","1142","2138","1298"
"23","B6","SFO","BOS","JFK","101","107","195","204","2204","1324","2320","1400"
"23","B6","SFO","BOS","JFK","101","107","265","260","2204","1324","2306","1386"
"23","DL","SFO","ATL","JFK","-2","-36","59","129","1912","1152","2144","1304"
"23","AA","SFO","PHX","JFK","-6","-18","8","19","1450","890","1648","1008"
"23","AA","SFO","MIA","JFK","-4","-27","50","61","2015","1215","2219","1339"
"23","VX","SFO","LAX","JFK","-2","0","45","57","1415","855","1635","995"
"23","AA","SFO","LAX","JFK","-1","13","-6","-11","1831","1111","2124","1284"
"23","AA","SFO","PHX","JFK","2","-10","12","-14","1953","1193","2242","1362"
"23","VX","SFO","LAX","JFK","36","30","32","13","1935","1175","2207","1327"
"23","DL","SFO","LAX","JFK","69","78","16","20","2048","1248","2311","1391"
"23","AS","SFO","SEA","JFK","1","-4","32","2","2010","1210","2202","1322"
"23","VX","SFO","LAX","JFK","2","7","32","13","1957","1197","2207","1327"
"23","VX","SFO","LAS","JFK","8","9","4","14","2014","1214","2214","1334"
"23","AA","SFO","LAX","JFK","32","15","-5","-4","2029","1229","2325","1405"
"23","AA","SFO","LAX","JFK","32","15","11","-8","2029","1229","2241","1361"
"23","VX","SFO","LAX","JFK","-2","-12","18","8","2038","1238","2328","1408"
"23","VX","SFO","LAX","JFK","-2","-12","32","13","2038","1238","2207","1327"
"23","AA","SFO","LAX","JFK","6","12","-5","-4","2143","1303","2325","1405"
"23","DL","SFO","LAX","JFK","23","28","16","20","2158","1318","2311","1391"
"23","B6","SFO","BOS","JFK","37","11","-5","-8","559","359","718","438"
"23","AA","SFO","MIA","JFK","12","-14","2","-9","534","334","712","432"
"23","DL","SFO","ATL","JFK","41","19","-2","-13","525","325","823","503"
"23","B6","SFO","FLL","JFK","14","2","-5","12","625","385","855","535"
"23","B6","SFO","FLL","JFK","14","2","6","5","625","385","811","491"
"23","AA","SFO","CLT","JFK","-3","-34","1","-7","538","338","731","451"
"23","DL","SFO","ATL","JFK","-3","-14","-2","-13","608","368","823","503"
"24","AA","SFO","DFW","JFK","1","-16","-3","-10","1029","629","1147","707"
"24","AA","SFO","PHX","JFK","-2","-3","-5","-36","855","535","955","595"
"24","DL","SFO","ATL","JFK","3","-2","114","101","1345","825","1639","999"
"24","AA","SFO","LAX","JFK","-4","-16","-7","-39","745","465","853","533"
"24","AA","SFO","MIA","JFK","71","42","22","21","1540","940","1716","1036"
"24","DL","SFO","DTW","JFK","10","-24","-4","-16","1353","833","1526","926"
"24","VX","SFO","LAX","JFK","18","27","-3","-45","847","527","1037","637"
"24","DL","SFO","ATL","JFK","-2","-19","114","101","1439","879","1639","999"
"24","AA","SFO","ORD","JFK","6","-28","177","153","1340","820","1537","937"
"24","DL","SFO","LAX","JFK","-3","-2","44","4","928","568","1214","734"
"24","AA","SFO","PHX","JFK","0","-22","17","3","1148","708","1347","827"
"24","AA","SFO","ORD","JFK","5","-27","0","-17","1542","942","1835","1115"
"24","AA","SFO","DFW","JFK","18","6","19","8","1551","951","1714","1034"
"24","B6","SFO","FLL","JFK","50","50","-1","-6","1936","1176","2209","1329"
"24","B6","SFO","FLL","JFK","50","50","7","-5","1936","1176","2122","1282"
"24","B6","SFO","FLL","JFK","50","50","141","150","1936","1176","2039","1239"
"24","AA","SFO","ORD","JFK","9","-31","0","-17","1709","1029","1835","1115"
"24","DL","SFO","LAX","JFK","3","-3","42","15","1317","797","1452","892"
"24","DL","SFO","ATL","JFK","66","45","78","60","2030","1230","2203","1323"
"24","AA","SFO","PHX","JFK","7","-10","10","-20","1458","898","1650","1010"
"24","VX","SFO","LAX","JFK","11","11","10","-15","1426","866","1605","965"
"24","DL","SFO","SLC","JFK","9","0","-4","-7","1606","966","1711","1031"
"24","AA","SFO","LAX","JFK","-4","10","48","7","1609","969","1733","1053"
"24","AA","SFO","PHX","JFK","10","-8","4","-27","1955","1195","2234","1354"
"24","AS","SFO","SEA","JFK","-6","-21","7","-7","1953","1193","2137","1297"
"24","VX","SFO","LAX","JFK","15","8","6","-8","1953","1193","2141","1301"
"24","VX","SFO","LAX","JFK","61","50","6","-8","2040","1240","2141","1301"
"24","B6","SFO","BOS","JFK","26","-21","-4","-4","527","327","719","439"
"24","AA","SFO","MIA","JFK","61","38","-5","-4","626","386","850","530"
"24","B6","SFO","FLL","JFK","-2","0","-1","3","623","383","859","539"
"24","B6","SFO","FLL","JFK","-2","0","-5","-1","623","383","800","480"
"24","AA","SFO","CLT","JFK","-1","-22","20","31","550","350","750","470"
"24","DL","SFO","ATL","JFK","82","77","26","95","737","457","851","531"
"25","AA","SFO","CLT","JFK","-1","-34","3","-4","731","451","918","558"
"25","AA","SFO","ORD","JFK","5","-18","0","-20","1059","659","1240","760"
"25","AA","SFO","DFW","JFK","-4","-23","0","-23","1022","622","1150","710"
"25","AA","SFO","DFW","JFK","5","-20","0","-23","1040","640","1150","710"
"25","AA","SFO","PHX","JFK","-3","-18","8","-20","840","520","1008","608"
"25","DL","SFO","ATL","JFK","9","-15","1","-14","1332","812","1446","886"
"25","DL","SFO","ATL","JFK","9","-15","429","425","1332","812","1534","934"
"25","AA","SFO","MIA","JFK","5","-15","-7","-14","1443","883","1647","1007"
"25","DL","SFO","DTW","JFK","-5","-38","0","-4","1340","820","1530","930"
"25","DL","SFO","LAX","JFK","-1","-2","78","81","828","508","958","598"
"25","VX","SFO","LAX","JFK","3","-2","0","-35","818","498","1040","640"
"25","AA","SFO","CLT","JFK","-1","-9","95","87","1454","894","1559","959"
"25","DL","SFO","ATL","JFK","10","5","3","-14","1503","903","1743","1063"
"25","VX","SFO","LAX","JFK","-2","-15","0","-35","905","545","1040","640"
"25","B6","SFO","BOS","JFK","-3","-37","6","-7","1552","952","1847","1127"
"25","DL","SFO","MSP","JFK","11","-4","8","3","1423","863","1603","963"
"25","DL","SFO","ATL","JFK","15","-5","3","-14","1634","994","1743","1063"
"25","AA","SFO","PHX","JFK","12","-1","19","-19","1209","729","1349","829"
"25","AA","SFO","ORD","JFK","-3","-29","-2","-15","1540","940","1833","1113"
"25","AA","SFO","DFW","JFK","-5","-17","7","-13","1528","928","1702","1022"
"25","B6","SFO","FLL","JFK","-2","-4","-9","-17","1842","1122","2106","1266"
"25","AA","SFO","ORD","JFK","-3","-43","-2","-15","1657","1017","1833","1113"
"25","AA","SFO","CLT","JFK","-2","-22","-1","-5","1850","1130","2009","1209"
"25","DL","SFO","LAX","JFK","-2","-8","121","90","1322","802","1611","971"
"25","AA","SFO","PHX","JFK","3","-10","-11","-45","1458","898","1629","989"
"25","AA","SFO","MIA","JFK","-2","-19","-4","-28","2023","1223","2125","1285"
"25","VX","SFO","LAX","JFK","-1","7","2","-20","1422","862","1552","952"
"25","AA","SFO","CLT","JFK","10","2","37","27","2112","1272","2251","1371"
"25","AA","SFO","PHX","JFK","-3","-1","16","-21","2002","1202","2246","1366"
"25","VX","SFO","LAX","JFK","25","12","-3","-33","1917","1157","2132","1292"
"25","VX","SFO","LAX","JFK","-1","-14","-3","-33","1936","1176","2132","1292"
"25","VX","SFO","LAS","JFK","-3","13","-8","-36","2018","1218","2202","1322"
"25","DL","SFO","LAX","JFK","68","56","1","-14","2124","1284","2246","1366"
"25","VX","SFO","LAX","JFK","-5","5","0","-11","2055","1255","2310","1390"
"25","VX","SFO","LAX","JFK","6","-4","0","-11","2206","1326","2310","1390"
"25","B6","SFO","BOS","JFK","4","-15","-1","-5","533","333","722","442"
"25","AA","SFO","MIA","JFK","0","-10","10","-6","538","338","720","440"
"25","B6","SFO","FLL","JFK","-3","1","-2","-15","624","384","812","492"
"25","AA","SFO","CLT","JFK","-2","13","3","-4","625","385","918","558"
"25","AA","SFO","CLT","JFK","-2","13","27","12","625","385","757","477"
"25","B6","SFO","BOS","JFK","-11","-32","2","-3","752","472","1037","637"
"25","B6","SFO","BOS","JFK","-11","-32","-4","-6","752","472","926","566"
"26","DL","SFO","ATL","JFK","-5","-10","14","9","745","465","1014","614"
"26","AA","SFO","DFW","JFK","-2","25","35","31","1110","670","1225","745"
"26","DL","SFO","LAX","JFK","5","-11","7","12","719","439","847","527"
"26","AA","SFO","LAX","JFK","-6","-13","-5","2","748","468","855","535"
"26","VX","SFO","LAX","JFK","-1","8","4","3","828","508","1044","644"
