"day","airline","Origin Airport","Stop_over Airport","Destination Airport","Origin Departure Delay","Stop-over Arrival Delay","Stop-over Departure Delay","Destination Arrival Delay","a1","transit_arrive","d2","transit_depart"
"7","AA","SFO","MIA","JFK","-10","-4","5","2","1504","904","1700","1020"
"7","VX","SFO","LAX","JFK","-3","-2","-3","7","818","498","1037","637"
"7","AA","SFO","LAX","JFK","-4","-8","-3","9","824","504","1037","637"
"7","DL","SFO","ATL","JFK","0","-10","0","-13","1507","907","1735","1055"
"7","VX","SFO","LAX","JFK","10","10","-3","7","930","570","1037","637"
"7","B6","SFO","BOS","JFK","5","18","-6","-13","1648","1008","1946","1186"
"7","B6","SFO","BOS","JFK","5","18","2","1","1648","1008","1843","1123"
"7","DL","SFO","LAX","JFK","39","27","4","18","959","599","1134","694"
"7","DL","SFO","ATL","JFK","-1","-13","0","-13","1622","982","1735","1055"
"7","AA","SFO","PHX","JFK","-5","-3","1","13","1207","727","1331","811"
"7","AA","SFO","ORD","JFK","0","0","-9","-18","1609","969","1826","1106"
"7","AA","SFO","LAX","JFK","41","45","-8","-3","1223","743","1407","847"
"7","B6","SFO","FLL","JFK","67","82","5","-7","2002","1202","2115","1275"
"7","AA","SFO","DFW","JFK","0","-4","-4","3","1556","956","1656","1016"
"7","DL","SFO","LAX","JFK","-2","-6","-11","-9","1219","739","1354","834"
"7","AA","SFO","ORD","JFK","-6","-18","-9","-18","1721","1041","1826","1106"
"7","VX","SFO","LAX","JFK","68","57","-4","12","1342","822","1546","946"
"7","DL","SFO","LAX","JFK","18","16","-11","-4","1336","816","1549","949"
"7","DL","SFO","ATL","JFK","-4","-14","-1","-22","1929","1169","2044","1244"
"7","AA","SFO","PHX","JFK","-7","-8","-1","3","1500","900","1639","999"
"7","VX","SFO","LAX","JFK","-3","-2","-4","12","1413","853","1546","946"
"14","AA","SFO","MIA","JFK","-3","-11","35","34","1457","897","1730","1050"
"14","VX","SFO","LAX","JFK","14","0","0","-28","820","500","1040","640"
"14","AA","SFO","LAX","JFK","-8","-15","-5","-22","817","497","1035","635"
"14","DL","SFO","LAX","JFK","108","102","13","-10","1012","612","1143","703"
"14","B6","SFO","LAS","JFK","-6","1","4","-21","911","551","1149","709"
"14","VX","SFO","LAX","JFK","-1","11","0","-28","931","571","1040","640"
"14","B6","SFO","BOS","JFK","-8","-26","195","194","1604","964","1754","1074"
"14","DL","SFO","LAX","JFK","39","16","13","-10","948","588","1143","703"
"14","DL","SFO","ATL","JFK","0","-12","35","26","1623","983","1810","1090"
"14","DL","SFO","LAX","JFK","0","11","13","-10","1041","641","1143","703"
"14","AA","SFO","PHX","JFK","-5","8","33","78","1218","738","1403","843"
"14","AA","SFO","ORD","JFK","26","3","8","21","1612","972","1843","1123"
"14","B6","SFO","FLL","JFK","13","10","67","67","1850","1130","2057","1257"
"14","AA","SFO","DFW","JFK","-1","-24","9","16","1536","936","1709","1029"
"14","DL","SFO","LAX","JFK","2","0","10","-4","1225","745","1415","855"
"14","AA","SFO","ORD","JFK","-2","-21","8","21","1718","1038","1843","1123"
"14","AA","SFO","CLT","JFK","0","-13","9","27","1859","1139","2019","1219"
"14","VX","SFO","LAX","JFK","0","2","62","40","1247","767","1442","882"
"14","B6","SFO","BOS","JFK","13","13","62","67","2024","1224","2242","1362"
"14","B6","SFO","BOS","JFK","13","13","68","69","2024","1224","2159","1319"
"14","B6","SFO","BOS","JFK","13","13","124","133","2024","1224","2156","1316"
"14","DL","SFO","LAX","JFK","0","-2","0","-30","1318","798","1600","960"
"14","DL","SFO","ATL","JFK","-1","-18","0","0","1925","1165","2045","1245"
"14","VX","SFO","LAX","JFK","-6","-11","66","52","1404","844","1656","1016"
"14","AS","SFO","SEA","JFK","-16","-4","-2","-21","1836","1116","2128","1288"
"14","DL","SFO","LAX","JFK","60","49","0","-31","1909","1149","2130","1290"
"14","AS","SFO","SEA","JFK","-17","-2","-2","-21","2012","1212","2128","1288"
"14","AA","SFO","LAX","JFK","-14","-7","-2","-40","1952","1192","2228","1348"
"14","AA","SFO","LAX","JFK","-14","-7","15","6","1952","1192","2145","1305"
"14","VX","SFO","LAX","JFK","85","85","20","-12","2130","1290","2330","1410"
"14","DL","SFO","LAX","JFK","-3","9","-1","-35","2039","1239","2254","1374"
"14","VX","SFO","LAX","JFK","25","35","20","-12","2125","1285","2330","1410"
"14","AA","SFO","LAX","JFK","-6","19","-2","-40","2120","1280","2228","1348"
"14","DL","SFO","LAX","JFK","4","7","1","-39","2134","1294","2400","1440"
"14","DL","SFO","LAX","JFK","4","7","-1","-35","2134","1294","2254","1374"
"14","VX","SFO","LAX","JFK","-4","5","20","-12","2215","1335","2330","1410"
"14","B6","SFO","BOS","JFK","-1","-7","-1","2","533","333","746","466"
"14","AA","SFO","CLT","JFK","-5","-15","14","13","557","357","744","464"
"14","B6","SFO","FLL","JFK","8","10","-5","-4","710","430","823","503"
"14","DL","SFO","ATL","JFK","-9","6","5","0","628","388","815","495"
"15","DL","SFO","MSP","JFK","0","-3","-4","-27","537","337","706","426"
"15","AA","SFO","CLT","JFK","-3","-2","-2","7","803","483","913","553"
"15","AA","SFO","ORD","JFK","-6","-17","-4","-31","1100","660","1236","756"
"15","AA","SFO","PHX","JFK","-5","-24","-1","-34","834","514","959","599"
"15","DL","SFO","ATL","JFK","2","-8","1","-13","1323","803","1441","881"
"15","AA","SFO","MIA","JFK","2","-11","-1","-20","1457","897","1654","1014"
"15","VX","SFO","LAX","JFK","5","0","23","-1","820","500","1103","663"
"15","AA","SFO","LAX","JFK","1","-10","-7","-34","822","502","1033","633"
"15","B6","SFO","LAS","JFK","-7","-4","7","-14","906","546","1152","712"
"15","DL","SFO","ATL","JFK","0","-10","-2","14","1507","907","1733","1053"
"15","VX","SFO","LAX","JFK","6","5","23","-1","925","565","1103","663"
"15","B6","SFO","BOS","JFK","-2","-4","-2","-8","1626","986","1839","1119"
"15","DL","SFO","LAX","JFK","5","-14","5","-19","918","558","1135","695"
"15","DL","SFO","ATL","JFK","2","-11","-2","14","1624","984","1733","1053"
"15","DL","SFO","LAX","JFK","-2","-7","5","-19","1023","623","1135","695"
"15","AA","SFO","PHX","JFK","-1","1","-4","-43","1211","731","1326","806"
"15","AA","SFO","ORD","JFK","-3","-14","-5","-23","1555","955","1830","1110"
"15","AA","SFO","LAX","JFK","-7","-18","-4","-31","1120","680","1311","791"
"15","AA","SFO","LAX","JFK","-7","-18","19","-3","1120","680","1234","754"
"15","B6","SFO","FLL","JFK","-2","-13","48","33","1827","1107","2038","1238"
"15","B6","SFO","FLL","JFK","-2","-13","87","73","1827","1107","1936","1176"
"15","AA","SFO","DFW","JFK","-2","-17","-1","-10","1543","943","1659","1019"
"15","AA","SFO","DFW","JFK","-2","-17","387","363","1543","943","1817","1097"
"15","DL","SFO","LAX","JFK","-3","11","-5","-34","1236","756","1400","840"
"15","AA","SFO","ORD","JFK","-6","-12","-5","-23","1727","1047","1830","1110"
"15","AA","SFO","CLT","JFK","-4","-14","7","-1","1858","1138","2017","1217"
"15","VX","SFO","LAX","JFK","-1","-11","-4","-33","1234","754","1336","816"
"15","AA","SFO","DFW","JFK","-2","-15","387","363","1713","1033","1817","1097"
"15","DL","SFO","LAX","JFK","-2","-5","-6","-23","1315","795","1554","954"
"15","DL","SFO","ATL","JFK","-2","-21","-3","-24","1926","1166","2042","1242"
"15","AA","SFO","PHX","JFK","-5","-14","-1","-34","1454","894","1639","999"
"15","VX","SFO","LAX","JFK","-6","-11","8","-3","1404","844","1558","958"
"15","AA","SFO","LAX","JFK","-3","-22","-6","-26","1537","937","1639","999"
"15","AS","SFO","SEA","JFK","-11","3","-5","-38","1843","1123","2125","1285"
"15","AS","SFO","SEA","JFK","-10","-7","-5","-38","2007","1207","2125","1285"
"15","AA","SFO","LAX","JFK","-8","-17","-5","-43","1942","1182","2225","1345"
"15","AA","SFO","LAX","JFK","-8","-17","-4","-8","1942","1182","2126","1286"
"15","VX","SFO","LAX","JFK","23","16","0","-15","2021","1221","2310","1390"
"15","DL","SFO","LAX","JFK","-5","-21","0","-28","2009","1209","2255","1375"
"15","DL","SFO","LAX","JFK","-5","-21","-1","-9","2009","1209","2129","1289"
"15","VX","SFO","LAX","JFK","-5","-1","0","-15","2049","1249","2310","1390"
"15","AA","SFO","LAX","JFK","-3","-14","-5","-18","2047","1247","2325","1405"
"15","AA","SFO","LAX","JFK","-3","-14","-5","-43","2047","1247","2225","1345"
"15","DL","SFO","LAX","JFK","-2","-10","0","-28","2117","1277","2255","1375"
"15","AA","SFO","LAX","JFK","-6","-18","-5","-18","2143","1303","2325","1405"
"15","B6","SFO","BOS","JFK","0","-12","39","49","528","328","826","506"
"15","AA","SFO","CLT","JFK","-3","-13","-4","-23","559","359","726","446"
"15","B6","SFO","FLL","JFK","-1","-8","0","2","652","412","828","508"
"15","DL","SFO","ATL","JFK","-3","-9","-2","-19","613","373","808","488"
"16","AA","SFO","ORD","JFK","2","-13","-4","-21","1104","664","1236","756"
"16","AA","SFO","DFW","JFK","-3","-17","0","-25","1028","628","1150","710"
"16","DL","SFO","ATL","JFK","-1","-18","-1","-29","1313","793","1439","879"
"16","AA","SFO","MIA","JFK","2","-13","-5","-7","1455","895","1650","1010"
"16","VX","SFO","LAX","JFK","1","2","-1","-23","822","502","1039","639"
"16","B6","SFO","LAS","JFK","4","5","-6","-30","915","555","1139","699"
"16","DL","SFO","ATL","JFK","2","-8","0","-21","1509","909","1735","1055"
"16","VX","SFO","LAX","JFK","4","8","-1","-23","928","568","1039","639"
"16","B6","SFO","BOS","JFK","-1","-16","-4","-3","1614","974","1807","1087"
"16","DL","SFO","LAX","JFK","0","5","20","11","940","580","1150","710"
"16","DL","SFO","ATL","JFK","-1","-23","0","-21","1612","972","1735","1055"
"16","DL","SFO","LAX","JFK","9","37","0","-18","1107","667","1405","845"
"16","AA","SFO","PHX","JFK","0","-17","-3","-30","1153","713","1327","807"
"16","AA","SFO","ORD","JFK","-2","-20","-8","-23","1549","949","1827","1107"
"16","AA","SFO","LAX","JFK","0","2","8","19","1140","700","1423","863"
"16","AA","SFO","LAX","JFK","0","2","-4","-19","1140","700","1311","791"
"16","B6","SFO","FLL","JFK","121","109","39","35","2029","1229","2144","1304"
"16","AA","SFO","DFW","JFK","-1","-10","3","-17","1550","950","1703","1023"
"16","DL","SFO","LAX","JFK","-2","15","0","-18","1240","760","1405","845"
"16","AA","SFO","ORD","JFK","-2","-33","-8","-23","1706","1026","1827","1107"
"16","AA","SFO","CLT","JFK","23","15","-1","-8","1927","1167","2213","1333"
"16","VX","SFO","LAX","JFK","-4","-10","2","-24","1235","755","1342","822"
"16","DL","SFO","LAX","JFK","39","29","-5","-36","1349","829","1555","955"
"16","DL","SFO","ATL","JFK","0","-19","-1","-30","1924","1164","2044","1244"
"16","AA","SFO","PHX","JFK","0","-16","-8","-33","1452","892","1632","992"
"16","VX","SFO","LAX","JFK","-3","-7","16","3","1408","848","1606","966"
"16","AA","SFO","CLT","JFK","10","-2","-1","-8","2108","1268","2213","1333"
"16","AA","SFO","PHX","JFK","-7","-14","0","-15","1949","1189","2230","1350"
"16","AS","SFO","SEA","JFK","-4","-14","14","4","2001","1201","2144","1304"
"16","AA","SFO","LAX","JFK","-3","-6","3","-27","1953","1193","2233","1353"
"16","AA","SFO","LAX","JFK","-3","-6","-6","-14","1953","1193","2124","1284"
"16","DL","SFO","LAX","JFK","5","-7","-1","-28","2023","1223","2254","1374"
"16","DL","SFO","LAX","JFK","5","-7","-1","-26","2023","1223","2129","1289"
"16","B6","SFO","LGB","JFK","1","-1","8","15","2033","1233","2133","1293"
"16","VX","SFO","LAX","JFK","-4","14","2","-12","2104","1264","2312","1392"
"16","AA","SFO","LAX","JFK","-3","-9","-3","-12","2052","1252","2327","1407"
"16","AA","SFO","LAX","JFK","-3","-9","3","-27","2052","1252","2233","1353"
"16","AA","SFO","LAX","JFK","-4","-14","-3","-12","2147","1307","2327","1407"
"16","VX","SFO","LAX","JFK","-5","-4","2","-12","2206","1326","2312","1392"
"16","B6","SFO","BOS","JFK","21","4","43","44","544","344","830","510"
"16","AA","SFO","CLT","JFK","-4","-27","-1","-15","545","345","729","449"
"16","B6","SFO","FLL","JFK","0","7","29","28","707","427","857","537"
"16","DL","SFO","ATL","JFK","74","57","-4","-17","719","439","951","591"
"17","DL","SFO","MSP","JFK","25","16","24","26","556","356","734","454"
"17","AA","SFO","CLT","JFK","-4","-12","0","0","753","473","915","555"
"17","AA","SFO","MIA","JFK","3","-14","-1","-18","836","516","949","589"
"17","AA","SFO","DFW","JFK","-1","2","-2","-27","1047","647","1148","708"
"17","AA","SFO","PHX","JFK","-3","-17","-4","2","841","521","956","596"
"17","DL","SFO","ATL","JFK","2","-15","-2","-9","1316","796","1438","878"
"17","AA","SFO","MIA","JFK","17","-7","46","52","1451","891","1740","1060"
"17","VX","SFO","LAX","JFK","0","2","21","6","822","502","1101","661"
"17","AA","SFO","LAX","JFK","5","2","30","28","834","514","1110","670"
"17","DL","SFO","LAX","JFK","-3","17","16","4","847","527","1146","706"
"17","VX","SFO","LAX","JFK","0","-3","21","6","917","557","1101","661"
"17","DL","SFO","LAX","JFK","-3","16","16","4","948","588","1146","706"
"17","DL","SFO","ATL","JFK","1","-18","52","44","1617","977","1827","1107"
"17","DL","SFO","LAX","JFK","5","14","16","4","1044","644","1146","706"
"17","AA","SFO","PHX","JFK","-2","-3","81","52","1207","727","1451","891"
"17","AA","SFO","ORD","JFK","1","-7","300","290","1602","962","1740","1060"
"17","AA","SFO","DFW","JFK","-2","-17","17","-3","1528","928","1712","1032"
"17","B6","SFO","FLL","JFK","5","20","85","61","1900","1140","2115","1275"
"17","DL","SFO","LAX","JFK","-1","-10","-7","-17","1215","735","1358","838"
"17","AA","SFO","ORD","JFK","0","5","85","69","1745","1065","2000","1200"
"17","AA","SFO","CLT","JFK","-2","-12","25","13","1900","1140","2035","1235"
"17","VX","SFO","LAX","JFK","-2","3","82","80","1248","768","1502","902"
"17","DL","SFO","DTW","JFK","1","11","55","35","1921","1161","2042","1242"
"17","DL","SFO","LAX","JFK","-1","5","-3","-11","1325","805","1557","957"
"17","DL","SFO","ATL","JFK","-2","-15","57","23","1928","1168","2142","1302"
"17","AA","SFO","PHX","JFK","4","-3","36","36","1505","905","1716","1036"
"17","AA","SFO","MIA","JFK","10","-8","-1","-5","2034","1234","2214","1334"
"17","VX","SFO","LAX","JFK","-5","-9","0","-6","1406","846","1550","950"
"17","AA","SFO","CLT","JFK","-1","-2","-1","0","2108","1268","2213","1333"
"17","AA","SFO","LAX","JFK","-3","-11","55","36","1548","948","1740","1060"
"17","AS","SFO","SEA","JFK","9","8","0","-27","1848","1128","2130","1290"
"17","AA","SFO","PHX","JFK","-1","-10","2","-7","1953","1193","2232","1352"
"17","AS","SFO","SEA","JFK","-8","-12","0","-27","2002","1202","2130","1290"
"17","VX","SFO","LAS","JFK","-4","-4","21","6","2006","1206","2231","1351"
"17","AA","SFO","LAX","JFK","-5","-4","0","-14","2010","1210","2230","1350"
"17","AA","SFO","LAX","JFK","-5","-4","-3","-4","2010","1210","2127","1287"
"17","DL","SFO","LAX","JFK","-5","-13","0","-7","2017","1217","2130","1290"
"17","VX","SFO","LAX","JFK","1","-7","-6","-17","2103","1263","2304","1384"
"17","AA","SFO","LAX","JFK","-3","-4","-1","11","2127","1287","2329","1409"
"17","AA","SFO","LAX","JFK","-3","-4","0","-14","2127","1287","2230","1350"
"17","DL","SFO","LAX","JFK","20","43","1","20","2210","1330","2400","1440"
"17","DL","SFO","LAX","JFK","20","43","25","40","2210","1330","2320","1400"
"17","B6","SFO","BOS","JFK","16","1","-5","-8","541","341","742","462"
"17","AA","SFO","MIA","JFK","2","-8","4","7","540","340","714","434"
"17","AA","SFO","CLT","JFK","20","11","0","0","623","383","915","555"
"17","AA","SFO","CLT","JFK","20","11","-3","-18","623","383","727","447"
"17","DL","SFO","ATL","JFK","20","12","5","-8","634","394","815","495"
"18","DL","SFO","MSP","JFK","-7","-17","-2","-27","523","323","708","428"
"18","AA","SFO","CLT","JFK","-3","-2","9","-3","803","483","924","564"
"18","AA","SFO","ORD","JFK","0","-4","-4","-7","1113","673","1236","756"
"18","AA","SFO","DFW","JFK","-4","-7","26","-1","1038","638","1216","736"
"18","AA","SFO","PHX","JFK","-3","-7","-2","-6","851","531","958","598"
"18","DL","SFO","ATL","JFK","-4","-16","-5","-31","1315","795","1435","875"
"18","DL","SFO","MSP","JFK","2","-10","-2","-19","1203","723","1435","875"
"18","AA","SFO","MIA","JFK","2","-6","54","31","1452","892","1748","1068"
"18","VX","SFO","LAX","JFK","7","22","8","-10","842","522","1048","648"
"18","DL","SFO","LAX","JFK","-1","0","40","15","935","575","1210","730"
"18","B6","SFO","LAS","JFK","-6","3","6","-5","936","576","1214","734"
"18","DL","SFO","MSP","JFK","-2","-10","-2","-19","1331","811","1435","875"
"18","DL","SFO","ATL","JFK","3","-4","47","31","1631","991","1822","1102"
"18","DL","SFO","LAX","JFK","5","55","9","-13","1125","685","1414","854"
"18","AA","SFO","PHX","JFK","0","6","-1","-3","1216","736","1329","809"
"18","AA","SFO","ORD","JFK","16","3","-6","49","1612","972","1829","1109"
"18","DL","SFO","LAX","JFK","74","77","34","8","1342","822","1634","994"
"18","AA","SFO","CLT","JFK","9","-13","35","31","1859","1139","2045","1245"
"18","DL","SFO","DTW","JFK","-1","-24","66","55","1846","1126","2053","1253"
"18","DL","SFO","LAX","JFK","91","104","34","8","1504","904","1634","994"
"18","DL","SFO","ATL","JFK","1","-24","3","-11","1919","1159","2048","1248"
"18","AA","SFO","PHX","JFK","4","6","19","35","1514","914","1659","1019"
"18","AA","SFO","MIA","JFK","1","22","98","60","2104","1264","2307","1387"
"18","VX","SFO","LAX","JFK","146","143","111","102","1603","963","1741","1061"
"18","AA","SFO","CLT","JFK","16","12","23","15","2122","1282","2237","1357"
"18","DL","SFO","LAX","JFK","127","128","16","-7","1934","1174","2146","1306"
"18","DL","SFO","SLC","JFK","143","134","19","-12","2121","1281","2359","1439"
"18","AS","SFO","SEA","JFK","9","-3","3","-45","1837","1117","2133","1293"
"18","DL","SFO","LAX","JFK","81","93","16","-7","1953","1193","2146","1306"
"18","AA","SFO","PHX","JFK","-3","-14","6","-15","1949","1189","2236","1356"
"18","B6","SFO","LAS","JFK","61","53","1","-11","1949","1189","2136","1296"
"18","AA","SFO","LAX","JFK","12","5","-2","-20","2019","1219","2228","1348"
"18","AA","SFO","LAX","JFK","12","5","0","-11","2019","1219","2130","1290"
"18","B6","SFO","BOS","JFK","102","86","-1","-2","714","434","929","569"
"18","AA","SFO","MIA","JFK","89","82","-7","-36","710","430","848","528"
"18","AA","SFO","CLT","JFK","8","-15","10","-5","557","357","740","460"
"18","B6","SFO","BOS","JFK","35","19","36","45","843","523","1111","671"
"19","AA","SFO","CLT","JFK","-1","-7","35","28","758","478","950","590"
"19","DL","SFO","ATL","JFK","176","142","5","-12","1017","617","1240","760"
"19","AA","SFO","MIA","JFK","113","95","-5","-13","1025","625","1305","785"
"19","AA","SFO","DFW","JFK","2","-7","29","6","1038","638","1229","749"
"19","AA","SFO","PHX","JFK","0","-7","33","1","851","531","1033","633"
"19","DL","SFO","LAX","JFK","21","23","16","-17","753","473","856","536"
"19","DL","SFO","ATL","JFK","10","-10","35","26","1338","818","1520","920"
"19","VX","SFO","LAX","JFK","23","17","-1","-41","837","517","1039","639"
"19","AA","SFO","LAX","JFK","-2","-13","22","-5","819","499","1102","662"
"19","VX","SFO","LAX","JFK","9","16","-1","-41","936","576","1039","639"
"19","AA","SFO","PHX","JFK","-2","-4","2","-14","1206","726","1332","812"
"19","AA","SFO","ORD","JFK","21","-15","2","3","1554","954","1837","1117"
"19","DL","SFO","LAX","JFK","-6","1","29","-1","1121","681","1329","809"
"19","AA","SFO","DFW","JFK","-3","-14","-4","32","1531","931","1651","1011"
"19","B6","SFO","FLL","JFK","-3","19","-2","1","1905","1145","2113","1273"
"19","AA","SFO","ORD","JFK","3","-31","2","3","1709","1029","1837","1117"
"19","AA","SFO","CLT","JFK","3","-13","1",,"1859","1139","2011","1211"
"19","VX","SFO","LAX","JFK","11","9","4","-21","1254","774","1504","904"
"19","VX","SFO","LAX","JFK","11","9","36","26","1254","774","1416","856"
"19","DL","SFO","DTW","JFK","10","-31","29","30","1835","1115","1959","1199"
"19","AA","SFO","PHX","JFK","-4","0","-3","-26","1503","903","1637","997"
"19","VX","SFO","LAX","JFK","-3","-1","15","9","1414","854","1605","965"
"19","DL","SFO","SLC","JFK","13","1","7","-14","1606","966","1722","1042"
"19","DL","SFO","LAX","JFK","25","36","36","16","1556","956","1701","1021"
"19","AS","SFO","SEA","JFK","-3","-1","6","-31","1839","1119","2136","1296"
"19","AA","SFO","PHX","JFK","-3","-9","0","-20","1954","1194","2230","1350"
"19","B6","SFO","LAS","JFK","-3","-14","5","-1","1842","1122","2140","1300"
"19","AS","SFO","SEA","JFK","-7","-11","6","-31","2004","1204","2136","1296"
"19","AA","SFO","LAX","JFK","-8","2","19","16","2016","1216","2149","1309"
"19","VX","SFO","LAX","JFK","10","20","23","36","2125","1285","2333","1413"
"19","B6","SFO","BOS","JFK","51","21","-4","-17","609","369","719","439"
"19","AA","SFO","MIA","JFK","0","-2","3","-7","546","346","713","433"
"19","B6","SFO","FLL","JFK","23","16","17","36","639","399","831","511"
"19","AA","SFO","CLT","JFK","13","-1","75","89","611","371","845","525"
"19","DL","SFO","ATL","JFK","-2","-8","0","1","614","374","825","505"
"19","DL","SFO","DTW","JFK","3","-12","24","23","621","381","859","539"
"20","AA","SFO","CLT","JFK","1","-6","8","9","759","479","923","563"
"20","DL","SFO","ATL","JFK","5","-16","1","-7","739","459","1026","626"
"20","AA","SFO","DFW","JFK","-2","-16","2","-19","1029","629","1152","712"
"20","AA","SFO","PHX","JFK","-3","-13","6","-31","845","525","1006","606"
"20","DL","SFO","LAX","JFK","2","-12","29","0","718","438","909","549"
"20","DL","SFO","ATL","JFK","14","-6","21","12","1342","822","1506","906"
"20","AA","SFO","LAX","JFK","-6","-9","1","-26","752","472","901","541"
"20","AA","SFO","MIA","JFK","2","-14","-2","10","1444","884","1652","1012"
"20","DL","SFO","ATL","JFK","9","-2","18","8","1459","899","1758","1078"
"20","VX","SFO","LAX","JFK","4","7","8","-13","927","567","1048","648"
"20","B6","SFO","BOS","JFK","-1","-6","36","39","1623","983","1917","1157"
"20","B6","SFO","LAS","JFK","3","7","27","12","940","580","1235","755"
"20","AA","SFO","PHX","JFK","3","17","13","3","1227","747","1343","823"
"20","AA","SFO","ORD","JFK","4","-14","0","-16","1555","955","1835","1115"
"20","DL","SFO","LAX","JFK","-1","4","35","27","1124","684","1335","815"
"20","AA","SFO","DFW","JFK","-6","-24","20","13","1521","921","1715","1035"
"20","B6","SFO","FLL","JFK","159","164","102","105","2130","1290","2257","1377"
"26","B6","SFO","FLL","JFK","2","18","-6","-15","641","401","854","534"
"26","B6","SFO","FLL","JFK","2","18","0","-4","641","401","814","494"
"26","AA","SFO","CLT","JFK","-2","28","-1","15","640","400","914","554"
"27","DL","SFO","ATL","JFK","6","27","-3","-5","822","502","1022","622"
"27","AA","SFO","PHX","JFK","-4","-18","1","0","840","520","1001","601"
"27","VX","SFO","LAX","JFK","125","128","3","-9","943","583","1043","643"
"27","AA","SFO","LAX","JFK","0","-16","-5","0","745","465","1035","635"
"27","AA","SFO","LAX","JFK","0","-16","10","0","745","465","910","550"
"27","AA","SFO","MIA","JFK","45","19","30","37","1517","917","1724","1044"
"27","DL","SFO","ATL","JFK","76","82","30","23","1623","983","1810","1090"
"27","DL","SFO","LAX","JFK","114","113","35","22","1128","688","1335","815"
"27","AA","SFO","PHX","JFK","4","8","-1","3","1218","738","1329","809"
"27","DL","SFO","LAX","JFK","-4","21","35","22","1141","701","1335","815"
"27","B6","SFO","FLL","JFK","2","27","32","37","1913","1153","2147","1307"
"27","AA","SFO","CLT","JFK","22","47","14","6","1959","1199","2228","1348"
"27","B6","SFO","BOS","JFK","39","18","107","99","2035","1235","2152","1312"
"27","B6","SFO","BOS","JFK","39","18","201","187","2035","1235","2202","1322"
"27","DL","SFO","LAX","JFK","-6","-8","72","51","1312","792","1522","922"
"27","DL","SFO","ATL","JFK","0","3","20","20","1951","1191","2105","1265"
"27","AA","SFO","PHX","JFK","3","0","9","11","1508","908","1649","1009"
"27","AA","SFO","MIA","JFK","9","4","117","100","2046","1246","2226","1346"
"27","DL","SFO","MSP","JFK","-2","-17","69","57","1753","1073","2034","1234"
"27","VX","SFO","LAX","JFK","2","7","12","-1","1422","862","1602","962"
"27","AA","SFO","CLT","JFK","1","18","14","6","2128","1288","2228","1348"
"27","AS","SFO","SEA","JFK","0","9","8","-25","1849","1129","2138","1298"
"27","AA","SFO","PHX","JFK","-4","6","3","-12","2009","1209","2233","1353"
"27","B6","SFO","LAS","JFK","-10","-12","0","6","1844","1124","2135","1295"
"27","VX","SFO","LAX","JFK","86","78","2","-1","2008","1208","2137","1297"
"27","DL","SFO","LAX","JFK","99","92","12","24","2102","1262","2307","1387"
"27","AS","SFO","SEA","JFK","-6","-7","8","-25","2007","1207","2138","1298"
"27","VX","SFO","LAS","JFK","121","117","59","75","2202","1322","2309","1389"
"27","AA","SFO","LAX","JFK","-4","-13","7","-4","2001","1201","2237","1357"
"27","AA","SFO","LAX","JFK","-4","-13","-3","-11","2001","1201","2127","1287"
"27","B6","SFO","LGB","JFK","45","37","130","125","2115","1275","2330","1410"
"27","B6","SFO","BOS","JFK","126","120","-8","-14","748","468","1027","627"
"27","AA","SFO","MIA","JFK","40","24","-1","-18","612","372","854","534"
"27","DL","SFO","ATL","JFK","14","30","4","10","536","336","829","509"
"27","B6","SFO","FLL","JFK","14","7","7","18","630","390","812","492"
"27","AA","SFO","CLT","JFK","5","28","2","24","640","400","917","557"
"27","DL","SFO","ATL","JFK","1","21","4","10","643","403","829","509"
"28","AA","SFO","MIA","JFK","98","87","-1","-2","1017","617","1309","789"
"28","AA","SFO","DFW","JFK","0","-17","86","78","1028","628","1316","796"
"28","DL","SFO","LAX","JFK","-1","-13","6","-31","717","437","846","526"
"28","AA","SFO","PHX","JFK","-3","-15","-1","-16","843","523","959","599"
"28","DL","SFO","ATL","JFK","11","19","27","8","1407","847","1512","912"
"28","AA","SFO","MIA","JFK","-1","-16","-5","-18","1442","882","1649","1009"
"28","AA","SFO","DFW","JFK","6","-10","86","78","1210","730","1316","796"
"28","VX","SFO","LAX","JFK","9","4","11","7","824","504","1051","651"
"28","AA","SFO","ORD","JFK","-5","121","287","276","1609","969","1727","1047"
"28","DL","SFO","LAX","JFK","-2","-13","-1","-11","922","562","1129","689"
"28","B6","SFO","LAS","JFK","1","-4","-10","-33","929","569","1158","718"
"28","B6","SFO","BOS","JFK","-5","-1","1","-3","1628","988","1842","1122"
"28","DL","SFO","ATL","JFK","1","-16","15","7","1623","983","1755","1075"
"28","AA","SFO","PHX","JFK","-5","-16","10","-5","1154","714","1340","820"
"28","DL","SFO","LAX","JFK","-4","9","-5","16","1129","689","1405","845"
"28","DL","SFO","LAX","JFK","-4","9","-1","-33","1129","689","1259","779"
"28","B6","SFO","FLL","JFK","20","25","-2","-7","1911","1151","2208","1328"
"28","B6","SFO","FLL","JFK","20","25","5","-7","1911","1151","2120","1280"
"28","AA","SFO","CLT","JFK","35","36","3","0","1948","1188","2217","1337"
"28","VX","SFO","LAX","JFK","12","9","-3","19","1254","774","1547","947"
"28","VX","SFO","LAX","JFK","12","9","41","31","1254","774","1421","861"
"28","DL","SFO","LAX","JFK","13","28","0","-12","1348","828","1625","985"
"28","AA","SFO","MIA","JFK","-3","-5","9","9","2037","1237","2138","1298"
